Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,birth_date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country
1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",01-Apr,129,Individual,Heinrich Rohrer,06-06-33,Buchs,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,16-05-13,Wollerau,Switzerland
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",01-Mar,267,Individual,Donald J. Cram,22-04-19,"Chester, VT",United States of America,Male,University of California,"Los Angeles, CA",United States of America,17-06-01,"Palm Desert, CA",United States of America
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",01-Mar,268,Individual,Jean-Marie Lehn,30-09-39,Rosheim,France,Male,Université Louis Pasteur,Strasbourg,France,,,
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",01-Mar,268,Individual,Jean-Marie Lehn,30-09-39,Rosheim,France,Male,Collège de France,Paris,France,,,
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",01-Mar,269,Individual,Charles J. Pedersen,03-10-04,Pusan,Korea (South Korea),Male,Du Pont,"Wilmington, DE",United States of America,26-10-89,"Salem, NJ",United States of America
1987,Economics,The Sveriges Riksbank Prize in Economic Sciences 1987,"""for his contributions to the theory of economic growth""",01-Jan,701,Individual,Robert M. Solow,23-08-24,"Brooklyn, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
1987,Literature,The Nobel Prize in Literature 1987,"""for an all-embracing authorship, imbued with clarity of thought and poetic intensity""",01-Jan,664,Individual,Joseph Brodsky,24-05-40,Leningrad (Saint Petersburg),Union of Soviet Socialist Republics (Russia),Male,,,,28-01-96,"New York, NY",United States of America
1987,Medicine,The Nobel Prize in Physiology or Medicine 1987,"""for his discovery of the genetic principle for generation of antibody diversity""",01-Jan,436,Individual,Susumu Tonegawa,06-09-39,Nagoya,Japan,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
1987,Peace,The Nobel Peace Prize 1987,"""for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year""",01-Jan,549,Individual,Oscar Arias Sánchez,13-09-41,Heredia,Costa Rica,Male,,,,,,
1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",01-Feb,130,Individual,J. Georg Bednorz,16-05-50,Neuenkirchen,West Germany (Germany),Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,,,
1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",01-Feb,131,Individual,K. Alexander Müller,20-04-27,Basel,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,,,
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",01-Mar,270,Individual,Johann Deisenhofer,30-09-43,Zusamaltheim,Germany,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,,,
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",01-Mar,270,Individual,Johann Deisenhofer,30-09-43,Zusamaltheim,Germany,Male,Howard Hughes Medical Institute,,,,,
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",01-Mar,271,Individual,Robert Huber,20-02-37,Munich,Germany,Male,Max-Planck-Institut für Biochemie,Martinsried,Federal Republic of Germany,,,
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",01-Mar,272,Individual,Hartmut Michel,18-07-48,Ludwigsburg,West Germany (Germany),Male,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Federal Republic of Germany,,,
1988,Economics,The Sveriges Riksbank Prize in Economic Sciences 1988,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",01-Jan,702,Individual,Maurice Allais,31-05-11,Paris,France,Male,École Nationale Supérieur des Mines de Paris,Paris,France,09-10-10,Paris,France
1988,Literature,The Nobel Prize in Literature 1988,"""who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",01-Jan,665,Individual,Naguib Mahfouz,11-12-11,Cairo,Egypt,Male,,,,30-08-06,Cairo,Egypt
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",01-Mar,437,Individual,Sir James W. Black,14-06-24,Uddingston,Scotland,Male,"London University, King's College Hospital Medical School",London,United Kingdom,21-03-10,,
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",01-Mar,438,Individual,Gertrude B. Elion,23-01-18,"New York, NY",United States of America,Female,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,21-02-99,"Chapel Hill, NC",United States of America
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",01-Mar,439,Individual,George H. Hitchings,18-04-05,"Hoquiam, WA",United States of America,Male,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,27-02-98,"Chapel Hill, NC",United States of America
1988,Peace,The Nobel Peace Prize 1988,,01-Jan,550,Organization,United Nations Peacekeeping Forces,,,,,,,,,,
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",01-Mar,132,Individual,Leon M. Lederman,15-07-22,"New York, NY",United States of America,Male,Fermi National Accelerator Laboratory,"Batavia, IL",United States of America,,,
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",01-Mar,133,Individual,Melvin Schwartz,02-11-32,"New York, NY",United States of America,Male,"Digital Pathways, Inc.","Mountain View, CA",United States of America,28-08-06,"Twin Falls, ID",United States of America
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",01-Mar,134,Individual,Jack Steinberger,25-05-21,Bad Kissingen,Germany,Male,CERN,Geneva,Switzerland,,,
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",01-Feb,273,Individual,Sidney Altman,07-05-39,Montreal,Canada,Male,Yale University,"New Haven, CT",United States of America,,,
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",01-Feb,274,Individual,Thomas R. Cech,08-12-47,"Chicago, IL",United States of America,Male,University of Colorado,"Boulder, CO",United States of America,,,
1989,Economics,The Sveriges Riksbank Prize in Economic Sciences 1989,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",01-Jan,703,Individual,Trygve Haavelmo,13-12-11,Skedsmo,Norway,Male,University of Oslo,Oslo,Norway,26-07-99,Oslo,Norway
1989,Literature,The Nobel Prize in Literature 1989,"""for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability""",01-Jan,666,Individual,Camilo José Cela,11-05-16,Iria Flavia,Spain,Male,,,,17-01-02,Madrid,Spain
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",01-Feb,440,Individual,J. Michael Bishop,22-02-36,"York, PA",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,,,
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",01-Feb,441,Individual,Harold E. Varmus,18-12-39,"Oceanside, NY",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,,,
1989,Peace,The Nobel Peace Prize 1989,,01-Jan,551,Organization,The 14th Dalai Lama (Tenzin Gyatso),06-07-35,Taktser,Tibet (People's Republic of China),Male,,,,,,
1989,Physics,The Nobel Prize in Physics 1989,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",01-Feb,135,Individual,Norman F. Ramsey,27-08-15,"Washington, DC",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,04-11-11,"Wayland, MA",United States of America
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",01-Apr,136,Individual,Hans G. Dehmelt,09-09-22,Görlitz,Prussia (Germany),Male,University of Washington,"Seattle, WA",United States of America,,,
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",01-Apr,137,Individual,Wolfgang Paul,10-08-13,Lorenzkirch,Germany,Male,University of Bonn,Bonn,Federal Republic of Germany,07-12-93,Bonn,Germany
1990,Chemistry,The Nobel Prize in Chemistry 1990,"""for his development of the theory and methodology of organic synthesis""",01-Jan,275,Individual,Elias James Corey,12-07-28,"Methuen, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",01-Mar,704,Individual,Harry M. Markowitz,24-08-27,"Chicago, IL",United States of America,Male,City University of New York,"New York, NY",United States of America,,,
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",01-Mar,705,Individual,Merton H. Miller,16-05-23,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,03-06-00,"Chicago, IL",United States of America
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",01-Mar,706,Individual,William F. Sharpe,16-06-34,"Boston, MA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,
1990,Literature,The Nobel Prize in Literature 1990,"""for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity""",01-Jan,667,Individual,Octavio Paz,31-03-14,Mexico City,Mexico,Male,,,,19-04-98,Mexico City,Mexico
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",01-Feb,442,Individual,Joseph E. Murray,01-04-19,"Milford, MA",United States of America,Male,Brigham and Women's Hospital,"Boston, MA",United States of America,26-11-12,"Boston, MA",United States of America
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",01-Feb,443,Individual,E. Donnall Thomas,15-03-20,"Mart, TX",United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,20-10-12,"Seattle, WA",United States of America
1990,Peace,The Nobel Peace Prize 1990,"""for his leading role in the peace process which today characterizes important parts of the international community""",01-Jan,552,Individual,Mikhail Sergeyevich Gorbachev,02-03-31,Privolnoye,Union of Soviet Socialist Republics (Russia),Male,,,,,,
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",01-Mar,138,Individual,Jerome I. Friedman,28-03-30,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",01-Mar,139,Individual,Henry W. Kendall,09-12-26,"Boston, MA",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,15-02-99,"Wakulla Springs State Park, FL",United States of America
